Zeit,TSLA,AAPL,EA,GOOG,ADS.DU,DAI.MU
14:30:02 ,272.5899963378906,195.27999877929688,104.41000366210938,1225.010009765625,210.1999969482422,51.369998931884766
14:30:17 ,272.1199951171875,194.89999389648438,104.31999969482422,1225.125,210.1999969482422,51.369998931884766
14:30:32 ,272.20001220703125,194.99000549316406,104.41000366210938,1223.949951171875,210.1999969482422,51.369998931884766
14:30:47 ,272.4599914550781,195.61000061035156,104.23359680175781,1223.9100341796875,210.1999969482422,51.369998931884766
14:31:02 ,272.2900085449219,195.67999267578125,104.2427978515625,1223.9100341796875,210.1999969482422,51.369998931884766
14:31:17 ,272.2099914550781,195.860595703125,104.30000305175781,1223.9100341796875,210.1999969482422,51.369998931884766
14:31:32 ,272.2200012207031,195.9385986328125,104.30000305175781,1225.3616943359375,210.1999969482422,51.369998931884766
14:31:47 ,272.375,195.79159545898438,104.1500015258789,1224.8900146484375,210.1999969482422,51.369998931884766
14:32:02 ,272.5249938964844,195.93499755859375,104.0999984741211,1224.8900146484375,210.1999969482422,51.369998931884766
14:32:17 ,272.6199951171875,195.9499969482422,103.91999816894531,1224.8199462890625,210.1999969482422,51.369998931884766
14:32:32 ,272.4100036621094,195.97999572753906,103.70829772949219,1224.8199462890625,210.1999969482422,51.369998931884766
14:32:47 ,272.0340881347656,196.1999969482422,103.66999816894531,1224.8199462890625,210.1999969482422,51.369998931884766
14:33:02 ,271.5487060546875,196.4199981689453,103.83999633789062,1224.8199462890625,210.1999969482422,51.369998931884766
14:33:17 ,271.260009765625,196.58999633789062,103.81999969482422,1227.1800537109375,210.1999969482422,51.369998931884766
14:33:32 ,271.1549987792969,196.7397003173828,103.87999725341797,1227.1800537109375,210.1999969482422,51.369998931884766
14:33:47 ,270.8900146484375,196.72000122070312,103.8550033569336,1228.0,210.1999969482422,51.369998931884766
14:34:02 ,270.95001220703125,196.74000549316406,103.71499633789062,1227.739990234375,210.1999969482422,51.369998931884766
14:34:17 ,270.7099914550781,196.72999572753906,103.66999816894531,1227.739990234375,210.1999969482422,51.369998931884766
14:34:32 ,270.98651123046875,196.72000122070312,103.66000366210938,1227.3800048828125,210.1999969482422,51.369998931884766
14:34:47 ,270.70001220703125,196.88999938964844,103.7699966430664,1227.4599609375,210.1999969482422,51.369998931884766
14:35:02 ,270.69000244140625,197.0,103.69000244140625,1226.5999755859375,210.1999969482422,51.369998931884766
14:35:17 ,270.7200012207031,196.80999755859375,103.52999877929688,1226.5899658203125,210.1999969482422,51.369998931884766
14:35:32 ,270.92999267578125,196.77000427246094,103.43240356445312,1226.5899658203125,210.1999969482422,51.369998931884766
14:35:47 ,270.8599853515625,196.72999572753906,103.48999786376953,1226.5899658203125,210.1999969482422,51.369998931884766
14:36:02 ,270.760009765625,196.643798828125,103.5,1226.5899658203125,210.1999969482422,51.369998931884766
14:36:17 ,270.19000244140625,196.69000244140625,103.41999816894531,1226.5899658203125,210.1999969482422,51.369998931884766
14:36:32 ,270.2099914550781,196.83999633789062,103.25,1227.6099853515625,210.1999969482422,51.369998931884766
14:36:47 ,270.8999938964844,196.8699951171875,103.43560028076172,1228.1099853515625,210.1999969482422,51.369998931884766
14:37:02 ,270.239990234375,196.67999267578125,103.25,1227.81005859375,210.1999969482422,51.369998931884766
14:37:17 ,269.9751892089844,196.61619567871094,103.12000274658203,1228.02001953125,210.1999969482422,51.369998931884766
14:37:32 ,270.0960998535156,196.6999969482422,103.13500213623047,1228.02001953125,210.1999969482422,51.369998931884766
14:37:47 ,269.79998779296875,196.57000732421875,103.05000305175781,1227.699951171875,210.1999969482422,51.369998931884766
14:38:02 ,269.9549865722656,196.5,102.73999786376953,1228.030029296875,210.1999969482422,51.369998931884766
14:38:17 ,269.57598876953125,196.63999938964844,102.91999816894531,1228.030029296875,210.1999969482422,51.369998931884766
14:38:32 ,269.57000732421875,196.69000244140625,102.89179992675781,1227.0,210.1999969482422,51.369998931884766
14:38:47 ,270.0899963378906,196.69000244140625,102.95999908447266,1227.0,210.1999969482422,51.369998931884766
14:39:02 ,270.20001220703125,196.80499267578125,102.9000015258789,1227.9200439453125,210.1999969482422,51.369998931884766
14:39:17 ,270.3299865722656,196.86000061035156,102.95099639892578,1228.655029296875,210.1999969482422,51.369998931884766
14:39:32 ,270.3599853515625,196.99000549316406,103.16999816894531,1229.68994140625,210.1999969482422,51.369998931884766
14:39:47 ,270.658203125,197.17999267578125,103.4000015258789,1229.4100341796875,210.1999969482422,51.369998931884766
14:40:02 ,271.0,197.33999633789062,103.31999969482422,1230.0,210.1999969482422,51.369998931884766
14:40:17 ,271.0199890136719,197.32000732421875,103.29000091552734,1229.5999755859375,210.1999969482422,51.369998931884766
14:40:32 ,270.9422912597656,197.48899841308594,103.30999755859375,1229.5,210.1999969482422,51.369998931884766
14:40:47 ,271.2879943847656,197.4600067138672,103.2499008178711,1229.8299560546875,210.1999969482422,51.369998931884766
14:41:02 ,271.22119140625,197.53500366210938,103.26499938964844,1229.905029296875,210.1999969482422,51.369998931884766
14:41:17 ,270.7900085449219,197.63099670410156,103.33000183105469,1229.905029296875,210.1999969482422,51.369998931884766
14:41:32 ,271.04998779296875,197.42630004882812,103.41000366210938,1229.1099853515625,210.1999969482422,51.369998931884766
14:41:47 ,270.8735046386719,197.24000549316406,103.44999694824219,1228.0250244140625,210.1999969482422,51.369998931884766
14:42:02 ,271.17999267578125,197.36500549316406,103.4800033569336,1229.010009765625,210.1999969482422,51.369998931884766
14:42:17 ,271.17999267578125,197.3052978515625,103.41580200195312,1228.5450439453125,210.1999969482422,51.369998931884766
14:42:32 ,271.17999267578125,197.42999267578125,103.43000030517578,1229.1300048828125,210.1999969482422,51.369998931884766
14:42:47 ,271.00030517578125,197.35000610351562,103.43000030517578,1228.6400146484375,210.1999969482422,51.369998931884766
14:43:02 ,270.989990234375,197.25999450683594,103.4800033569336,1228.9000244140625,210.1999969482422,51.369998931884766
14:43:17 ,270.9800109863281,197.27609252929688,103.30999755859375,1228.969970703125,210.1999969482422,51.369998931884766
14:43:32 ,270.70001220703125,197.07000732421875,103.11000061035156,1228.8199462890625,210.1999969482422,51.369998931884766
14:43:47 ,271.1600036621094,197.14999389648438,103.05000305175781,1228.8199462890625,210.1999969482422,51.369998931884766
14:44:02 ,270.97601318359375,197.10980224609375,102.96499633789062,1228.8199462890625,210.1999969482422,51.369998931884766
14:44:17 ,270.8599853515625,196.8509979248047,102.91500091552734,1227.5,210.1999969482422,51.369998931884766
14:44:32 ,270.9200134277344,196.94500732421875,102.9000015258789,1228.0,210.1999969482422,51.369998931884766
14:44:47 ,270.80999755859375,196.9600067138672,102.73999786376953,1228.4200439453125,210.1999969482422,51.369998931884766
14:45:02 ,270.67999267578125,196.74000549316406,102.58000183105469,1226.989990234375,210.1999969482422,51.369998931884766
14:45:17 ,270.44000244140625,196.72000122070312,102.68499755859375,1226.780029296875,210.1999969482422,51.369998931884766
14:45:32 ,270.0,196.80999755859375,102.5999984741211,1224.949951171875,210.1999969482422,51.369998931884766
14:45:50 ,270.11248779296875,196.75,102.66999816894531,1224.949951171875,210.1999969482422,51.369998931884766
14:46:05 ,270.2300109863281,196.92999267578125,102.76850128173828,1225.27001953125,210.1999969482422,51.369998931884766
14:46:20 ,270.04998779296875,196.58999633789062,102.7300033569336,1224.2220458984375,210.1999969482422,51.369998931884766
14:46:35 ,269.9841003417969,196.5399932861328,102.7300033569336,1224.0999755859375,210.1999969482422,51.369998931884766
14:46:50 ,269.9700012207031,196.52999877929688,102.76000213623047,1223.2099609375,210.1999969482422,51.369998931884766
14:47:05 ,269.6600036621094,196.44000244140625,102.66999816894531,1223.2099609375,210.1999969482422,51.369998931884766
14:47:20 ,269.7958068847656,196.33999633789062,102.66999816894531,1223.2099609375,210.1999969482422,51.369998931884766
14:47:35 ,269.760009765625,196.25,102.61000061035156,1222.6300048828125,210.1999969482422,51.369998931884766
14:47:50 ,269.697509765625,196.1248016357422,102.70999908447266,1222.6300048828125,210.1999969482422,51.369998931884766
14:48:05 ,269.83990478515625,196.04190063476562,102.66000366210938,1222.6099853515625,210.1999969482422,51.369998931884766
14:48:20 ,269.8999938964844,195.97000122070312,102.45999908447266,1222.2099609375,210.1999969482422,51.369998931884766
14:48:35 ,269.8782043457031,195.89990234375,102.30999755859375,1221.8199462890625,210.1999969482422,51.369998931884766
14:48:50 ,269.8540954589844,195.8300018310547,102.27410125732422,1221.5150146484375,210.1999969482422,51.369998931884766
14:49:05 ,269.79998779296875,195.78660583496094,102.1500015258789,1221.300048828125,210.1999969482422,51.369998931884766
14:49:20 ,269.7200012207031,195.94200134277344,102.11360168457031,1221.0,210.1999969482422,51.369998931884766
14:49:35 ,269.8680114746094,195.97999572753906,102.16999816894531,1221.0,210.1999969482422,51.369998931884766
14:49:50 ,269.7950134277344,196.08999633789062,102.06999969482422,1221.0,210.1999969482422,51.369998931884766
14:50:05 ,269.77099609375,196.2100067138672,102.11250305175781,1221.8599853515625,210.1999969482422,51.369998931884766
14:50:20 ,269.2650146484375,196.14999389648438,102.18199920654297,1222.52001953125,210.1999969482422,51.369998931884766
14:50:35 ,269.20001220703125,196.22000122070312,102.2300033569336,1222.52001953125,210.1999969482422,51.369998931884766
14:50:50 ,269.19000244140625,196.33999633789062,102.2300033569336,1222.52001953125,210.1999969482422,51.369998931884766
14:51:05 ,269.17999267578125,196.5,102.33999633789062,1222.52001953125,210.1999969482422,51.369998931884766
14:51:20 ,268.8349914550781,196.52999877929688,102.37000274658203,1222.52001953125,210.1999969482422,51.369998931884766
14:51:35 ,269.01300048828125,196.58999633789062,102.58999633789062,1223.16552734375,210.1999969482422,51.369998931884766
14:51:50 ,268.6700134277344,196.5500030517578,102.58000183105469,1223.16552734375,210.1999969482422,51.369998931884766
14:52:05 ,268.7799987792969,196.47000122070312,102.4800033569336,1222.6851806640625,210.1999969482422,51.369998931884766
14:52:20 ,268.6000061035156,196.22999572753906,102.44000244140625,1222.6851806640625,210.1999969482422,51.369998931884766
14:52:35 ,268.8500061035156,196.14999389648438,102.26499938964844,1222.6851806640625,210.1999969482422,51.369998931884766
14:52:50 ,269.0963134765625,196.10000610351562,102.22000122070312,1222.1600341796875,210.1999969482422,51.369998931884766
14:53:05 ,269.0400085449219,195.94000244140625,102.27999877929688,1222.1600341796875,210.1999969482422,51.369998931884766
14:53:20 ,268.79998779296875,195.83920288085938,102.2699966430664,1222.6500244140625,210.1999969482422,51.369998931884766
14:53:35 ,268.67999267578125,195.75,102.33499908447266,1222.6500244140625,210.1999969482422,51.369998931884766
14:53:50 ,268.6000061035156,195.3699951171875,102.11360168457031,1222.6500244140625,210.1999969482422,51.369998931884766
14:54:05 ,268.8399963378906,195.39999389648438,102.05010223388672,1220.8299560546875,210.1999969482422,51.369998931884766
14:54:20 ,268.6300048828125,195.2899932861328,102.20999908447266,1220.8800048828125,210.1999969482422,51.369998931884766
14:54:35 ,268.80999755859375,195.1999969482422,102.20999908447266,1221.19384765625,210.1999969482422,51.369998931884766
14:54:50 ,268.989990234375,194.97000122070312,102.18000030517578,1219.68994140625,210.1999969482422,51.369998931884766
14:55:05 ,268.7854919433594,194.82000732421875,102.11000061035156,1220.02001953125,210.1999969482422,51.369998931884766
14:55:20 ,268.6400146484375,194.61000061035156,102.0999984741211,1220.18994140625,210.1999969482422,51.369998931884766
14:55:35 ,268.6199951171875,194.40499877929688,102.12999725341797,1220.1099853515625,210.1999969482422,51.369998931884766
14:55:50 ,268.5799865722656,194.42999267578125,102.1500015258789,1220.1099853515625,210.1999969482422,51.369998931884766
14:56:05 ,268.5,194.14999389648438,102.16000366210938,1220.1600341796875,210.1999969482422,51.369998931884766
14:56:20 ,268.6037902832031,194.22999572753906,102.25,1220.2099609375,210.1999969482422,51.369998931884766
14:56:35 ,268.6400146484375,194.43499755859375,102.24500274658203,1221.0699462890625,210.1999969482422,51.369998931884766
14:56:50 ,269.1199951171875,194.5399932861328,102.0999984741211,1220.7099609375,210.1999969482422,51.369998931884766
14:57:05 ,269.2095947265625,194.58880615234375,102.12999725341797,1220.3199462890625,210.1999969482422,51.369998931884766
14:57:20 ,269.38641357421875,194.50999450683594,102.12999725341797,1219.5050048828125,210.1999969482422,51.369998931884766
14:57:35 ,269.5199890136719,194.50999450683594,102.19999694824219,1218.25,210.1999969482422,51.369998931884766
14:57:50 ,269.3999938964844,194.3300018310547,102.06999969482422,1218.3900146484375,210.1999969482422,51.369998931884766
14:58:05 ,269.5400085449219,194.61000061035156,102.04000091552734,1218.3900146484375,210.1999969482422,51.369998931884766
14:58:20 ,269.05999755859375,194.5,102.0,1218.8599853515625,210.1999969482422,51.369998931884766
14:58:35 ,268.989990234375,194.12989807128906,102.05000305175781,1217.9599609375,210.1999969482422,51.369998931884766
