Zeit,TSLA,AAPL,EA,GOOG
Thu Feb 21 18:34:36 2019,301.8507995605469,171.47000122070312,97.77999877929688,1104.25
Thu Feb 21 18:34:46 2019,301.8507995605469,171.4571075439453,97.79000091552734,1104.25
Thu Feb 21 18:34:56 2019,301.7699890136719,171.42349243164062,97.76000213623047,1104.25
Thu Feb 21 18:35:06 2019,301.7799987792969,171.43719482421875,97.77999877929688,1104.25
Thu Feb 21 18:35:15 2019,301.8599853515625,171.42999267578125,97.7699966430664,1104.25
Thu Feb 21 18:35:25 2019,301.864990234375,171.44000244140625,97.7699966430664,1104.25
Thu Feb 21 18:35:34 2019,301.8337097167969,171.4600067138672,97.78500366210938,1104.25
Thu Feb 21 18:35:44 2019,301.8900146484375,171.42999267578125,97.77999877929688,1104.25
Thu Feb 21 18:35:53 2019,301.9200134277344,171.4199981689453,97.7699966430664,1103.8499755859375
Thu Feb 21 18:36:02 2019,301.83441162109375,171.42999267578125,97.76000213623047,1103.8499755859375
Thu Feb 21 18:36:11 2019,301.83441162109375,171.44900512695312,97.77999877929688,1103.788818359375
Thu Feb 21 18:36:20 2019,301.92999267578125,171.44000244140625,97.75,1103.788818359375
Thu Feb 21 18:36:30 2019,301.8533935546875,171.44000244140625,97.73999786376953,1104.0
Thu Feb 21 18:36:39 2019,301.6099853515625,171.44000244140625,97.76000213623047,1104.0
Thu Feb 21 18:36:49 2019,301.4599914550781,171.4199981689453,97.80000305175781,1104.0
Thu Feb 21 18:36:58 2019,300.3800048828125,171.39999389648438,97.81999969482422,1104.0
Thu Feb 21 18:37:07 2019,300.0,171.39999389648438,97.83000183105469,1103.3199462890625
Thu Feb 21 18:37:15 2019,299.6000061035156,171.38999938964844,97.81999969482422,1103.3199462890625
Thu Feb 21 18:37:24 2019,299.69000244140625,171.3927001953125,97.83000183105469,1103.3199462890625
Thu Feb 21 18:37:33 2019,299.6199951171875,171.36990356445312,97.83000183105469,1103.3199462890625
Thu Feb 21 18:37:43 2019,299.1400146484375,171.35000610351562,97.83000183105469,1103.3199462890625
Thu Feb 21 18:37:52 2019,299.29998779296875,171.3699951171875,97.88999938964844,1103.3199462890625
Thu Feb 21 18:38:02 2019,298.8699951171875,171.38340759277344,97.8949966430664,1103.3199462890625
Thu Feb 21 18:38:10 2019,298.6050109863281,171.38290405273438,97.88999938964844,1103.010009765625
Thu Feb 21 18:38:20 2019,298.9800109863281,171.3800048828125,97.88500213623047,1103.010009765625
Thu Feb 21 18:38:29 2019,299.29998779296875,171.44000244140625,97.83000183105469,1103.010009765625
Thu Feb 21 18:38:38 2019,299.20001220703125,171.4600067138672,97.80000305175781,1103.010009765625
Thu Feb 21 18:38:47 2019,298.6700134277344,171.47999572753906,97.86000061035156,1103.010009765625
Thu Feb 21 18:38:56 2019,298.1600036621094,171.5,97.83000183105469,1103.719970703125
Thu Feb 21 18:39:05 2019,298.2850036621094,171.52000427246094,97.83999633789062,1103.719970703125
Thu Feb 21 18:39:14 2019,297.8500061035156,171.50999450683594,97.83000183105469,1103.719970703125
Thu Feb 21 18:39:23 2019,298.2025146484375,171.49000549316406,97.81999969482422,1103.3800048828125
Thu Feb 21 18:39:32 2019,298.2200012207031,171.47000122070312,97.81999969482422,1102.8299560546875
Thu Feb 21 18:39:41 2019,297.7099914550781,171.4499969482422,97.83000183105469,1102.8299560546875
Thu Feb 21 18:39:51 2019,297.5199890136719,171.44349670410156,97.81999969482422,1102.8299560546875
Thu Feb 21 18:40:00 2019,298.1050109863281,171.42999267578125,97.81999969482422,1103.344970703125
Thu Feb 21 18:40:09 2019,297.6050109863281,171.50999450683594,97.83999633789062,1103.344970703125
Thu Feb 21 18:40:19 2019,298.1000061035156,171.5500030517578,97.80999755859375,1103.344970703125
Thu Feb 21 18:40:28 2019,298.0,171.58999633789062,97.87999725341797,1104.324951171875
Thu Feb 21 18:40:37 2019,298.43121337890625,171.5800018310547,97.87999725341797,1104.324951171875
Thu Feb 21 18:40:46 2019,298.2850036621094,171.5800018310547,97.87999725341797,1104.3800048828125
Thu Feb 21 18:40:55 2019,298.7650146484375,171.5800018310547,97.86000061035156,1104.3800048828125
Thu Feb 21 18:41:04 2019,298.7099914550781,171.50999450683594,97.86000061035156,1104.3800048828125
Thu Feb 21 18:41:14 2019,298.52899169921875,171.47999572753906,97.87000274658203,1104.3800048828125
Thu Feb 21 18:41:23 2019,298.8099060058594,171.47999572753906,97.87000274658203,1104.3800048828125
Thu Feb 21 18:41:33 2019,298.6698913574219,171.50999450683594,97.875,1104.3800048828125
Thu Feb 21 18:41:42 2019,298.1390075683594,171.52000427246094,97.86499786376953,1104.3800048828125
Thu Feb 21 18:41:51 2019,297.83099365234375,171.53990173339844,97.83999633789062,1103.760009765625
Thu Feb 21 18:42:01 2019,298.0299987792969,171.52499389648438,97.80999755859375,1103.760009765625
Thu Feb 21 18:42:10 2019,298.1199951171875,171.5399932861328,97.81999969482422,1103.6199951171875
Thu Feb 21 18:42:19 2019,297.8699951171875,171.5500030517578,97.86000061035156,1103.56005859375
Thu Feb 21 18:42:27 2019,297.68359375,171.5458984375,97.8499984741211,1103.760009765625
Thu Feb 21 18:42:37 2019,297.4200134277344,171.52999877929688,97.86000061035156,1103.760009765625
Thu Feb 21 18:42:47 2019,297.2550048828125,171.50999450683594,97.81999969482422,1103.3499755859375
Thu Feb 21 18:42:56 2019,297.45001220703125,171.50999450683594,97.81999969482422,1103.3499755859375
Thu Feb 21 18:43:05 2019,297.2300109863281,171.5198974609375,97.81999969482422,1103.3499755859375
