Zeit,TSLA,AAPL,EA,GOOG
Thu Feb 28 15:40:05 2019,315.0711975097656,174.32000732421875,98.19999694824219,1115.010009765625
Thu Feb 28 15:40:14 2019,315.1499938964844,174.35000610351562,98.19999694824219,1115.010009765625
Thu Feb 28 15:40:23 2019,315.6000061035156,174.32000732421875,98.08999633789062,1115.010009765625
Thu Feb 28 15:40:32 2019,315.3606872558594,174.22000122070312,98.08999633789062,1114.1600341796875
Thu Feb 28 15:40:41 2019,315.44000244140625,174.25,98.04000091552734,1114.52001953125
Thu Feb 28 15:40:51 2019,315.7149963378906,174.22000122070312,98.22000122070312,1114.2080078125
Thu Feb 28 15:41:00 2019,316.0799865722656,174.31500244140625,98.22000122070312,1115.344970703125
Thu Feb 28 15:41:10 2019,316.1099853515625,174.25999450683594,98.19000244140625,1115.344970703125
Thu Feb 28 15:41:19 2019,316.3999938964844,174.2550048828125,98.23999786376953,1115.8699951171875
Thu Feb 28 15:41:28 2019,316.5299987792969,174.3000030517578,98.23999786376953,1115.8699951171875
Thu Feb 28 15:41:38 2019,316.80999755859375,174.27000427246094,98.16000366210938,1117.4237060546875
Thu Feb 28 15:41:46 2019,317.30999755859375,174.22999572753906,98.2583999633789,1117.1600341796875
Thu Feb 28 15:41:56 2019,317.42498779296875,174.22000122070312,98.29000091552734,1118.3599853515625
Thu Feb 28 15:42:05 2019,317.760009765625,174.25,98.29000091552734,1118.3599853515625
Thu Feb 28 15:42:14 2019,318.0400085449219,174.22999572753906,98.31500244140625,1118.306884765625
Thu Feb 28 15:42:23 2019,318.6000061035156,174.30999755859375,98.31500244140625,1118.0899658203125
Thu Feb 28 15:42:33 2019,318.25,174.33230590820312,98.31500244140625,1118.0899658203125
Thu Feb 28 15:42:42 2019,318.0050048828125,174.33999633789062,98.31999969482422,1118.0899658203125
Thu Feb 28 15:42:51 2019,317.92291259765625,174.32550048828125,98.33940124511719,1117.9200439453125
Thu Feb 28 15:43:01 2019,317.7749938964844,174.31500244140625,98.22000122070312,1117.989990234375
Thu Feb 28 15:43:10 2019,317.6499938964844,174.32000732421875,98.12999725341797,1117.989990234375
Thu Feb 28 15:43:19 2019,317.94000244140625,174.27999877929688,98.1500015258789,1117.8299560546875
Thu Feb 28 15:43:28 2019,318.19500732421875,174.33999633789062,98.19999694824219,1117.35498046875
Thu Feb 28 15:43:37 2019,318.3999938964844,174.3800048828125,98.19999694824219,1117.35498046875
Thu Feb 28 15:43:46 2019,318.3999938964844,174.43380737304688,98.37000274658203,1117.35498046875
Thu Feb 28 15:43:56 2019,317.9150085449219,174.36000061035156,98.30000305175781,1116.800048828125
Thu Feb 28 15:44:05 2019,318.2799987792969,174.24000549316406,98.2699966430664,1116.800048828125
Thu Feb 28 15:44:14 2019,317.9599914550781,174.27999877929688,98.2699966430664,1116.800048828125
Thu Feb 28 15:44:23 2019,317.7250061035156,174.27000427246094,98.30999755859375,1116.4649658203125
Thu Feb 28 15:44:32 2019,317.5899963378906,174.27000427246094,98.30999755859375,1116.4649658203125
Thu Feb 28 15:44:41 2019,317.7818908691406,174.34579467773438,98.31999969482422,1117.280029296875
Thu Feb 28 15:44:50 2019,317.6199951171875,174.33999633789062,98.31999969482422,1117.280029296875
Thu Feb 28 15:44:59 2019,317.4100036621094,174.35000610351562,98.33499908447266,1118.0
Thu Feb 28 15:45:08 2019,317.6600036621094,174.35000610351562,98.29000091552734,1117.9200439453125
Thu Feb 28 15:45:19 2019,317.6499938964844,174.4499969482422,98.37999725341797,1119.0
Thu Feb 28 15:45:28 2019,317.70001220703125,174.49000549316406,98.37999725341797,1119.1800537109375
Thu Feb 28 15:45:36 2019,317.78729248046875,174.51390075683594,98.37999725341797,1119.47998046875
Thu Feb 28 15:45:45 2019,317.9700012207031,174.5749969482422,98.36000061035156,1119.47998046875
Thu Feb 28 15:45:55 2019,318.01251220703125,174.52999877929688,98.36000061035156,1119.47998046875
Thu Feb 28 15:46:04 2019,317.9895935058594,174.62989807128906,98.30999755859375,1120.0
Thu Feb 28 15:46:13 2019,317.67498779296875,174.58810424804688,98.30999755859375,1120.0
Thu Feb 28 15:46:23 2019,317.5400085449219,174.57000732421875,98.30999755859375,1119.780029296875
Thu Feb 28 15:46:32 2019,317.54998779296875,174.52999877929688,98.33999633789062,1119.5450439453125
Thu Feb 28 15:46:42 2019,317.4704895019531,174.5399932861328,98.30999755859375,1119.0699462890625
Thu Feb 28 15:46:51 2019,317.5599060058594,174.52000427246094,98.30999755859375,1119.0699462890625
Thu Feb 28 15:47:00 2019,317.239990234375,174.47999572753906,98.2300033569336,1119.3199462890625
Thu Feb 28 15:47:09 2019,317.1000061035156,174.55999755859375,98.30999755859375,1119.3199462890625
Thu Feb 28 15:47:19 2019,316.7106018066406,174.5500030517578,98.12999725341797,1120.0
Thu Feb 28 15:47:28 2019,316.6600036621094,174.5800018310547,98.25,1119.690185546875
Thu Feb 28 15:47:37 2019,316.5899963378906,174.5500030517578,98.16500091552734,1119.690185546875
Thu Feb 28 15:47:47 2019,316.4798889160156,174.50999450683594,98.04000091552734,1119.9449462890625
Thu Feb 28 15:47:56 2019,316.5400085449219,174.4600067138672,98.02999877929688,1119.989990234375
Thu Feb 28 15:48:06 2019,316.4100036621094,174.36000061035156,98.05999755859375,1119.56005859375
Thu Feb 28 15:48:15 2019,316.3399963378906,174.3800048828125,98.07499694824219,1119.6300048828125
Thu Feb 28 15:48:24 2019,316.26708984375,174.3699951171875,98.12000274658203,1119.760009765625
Thu Feb 28 15:48:34 2019,316.6400146484375,174.35499572753906,98.12000274658203,1119.719970703125
Thu Feb 28 15:48:43 2019,316.6300048828125,174.41000366210938,98.0999984741211,1119.8199462890625
Thu Feb 28 15:48:52 2019,316.67950439453125,174.44000244140625,98.05000305175781,1119.8199462890625
Thu Feb 28 15:49:01 2019,316.885009765625,174.4600067138672,97.98999786376953,1119.6099853515625
Thu Feb 28 15:49:10 2019,316.6199951171875,174.4600067138672,98.05000305175781,1120.050048828125
Thu Feb 28 15:49:19 2019,316.2879943847656,174.55999755859375,98.01000213623047,1121.0
Thu Feb 28 15:49:28 2019,316.17138671875,174.6199951171875,98.01000213623047,1121.0
Thu Feb 28 15:49:38 2019,316.0899963378906,174.64849853515625,98.05000305175781,1121.0
Thu Feb 28 15:49:47 2019,316.06768798828125,174.61000061035156,97.97000122070312,1120.4000244140625
Thu Feb 28 15:49:56 2019,316.1300048828125,174.6300048828125,97.98999786376953,1120.4000244140625
Thu Feb 28 15:50:05 2019,316.0299987792969,174.61000061035156,98.04000091552734,1120.4000244140625
Thu Feb 28 15:50:14 2019,315.80999755859375,174.69000244140625,98.05999755859375,1120.7900390625
Thu Feb 28 15:50:24 2019,315.8568115234375,174.72999572753906,98.0,1120.7900390625
Thu Feb 28 15:50:32 2019,315.9100036621094,174.7301025390625,98.0,1121.030029296875
Thu Feb 28 15:50:41 2019,315.6759033203125,174.7501983642578,98.0,1121.030029296875
Thu Feb 28 15:50:51 2019,315.7200012207031,174.77999877929688,98.0022964477539,1121.1300048828125
Thu Feb 28 15:51:00 2019,315.8399963378906,174.8000030517578,98.05000305175781,1120.93505859375
Thu Feb 28 15:51:10 2019,316.07000732421875,174.83999633789062,98.08999633789062,1120.780029296875
Thu Feb 28 15:51:19 2019,316.1000061035156,174.8800048828125,98.05999755859375,1121.510009765625
Thu Feb 28 15:51:27 2019,316.42999267578125,174.8800048828125,98.08999633789062,1121.300048828125
Thu Feb 28 15:51:37 2019,316.20001220703125,174.82000732421875,98.08999633789062,1121.2950439453125
Thu Feb 28 15:51:46 2019,316.2070007324219,174.86000061035156,98.02999877929688,1121.2950439453125
Thu Feb 28 15:51:55 2019,316.2070007324219,174.8000030517578,98.00499725341797,1121.02001953125
Thu Feb 28 15:52:04 2019,316.07000732421875,174.83999633789062,97.96800231933594,1121.5250244140625
