Zeit,TSLA,AAPL,EA,GOOG,ADS.DU,DAI.MU
14:30:10 ,292.70001220703125,183.86000061035156,100.26000213623047,1192.969970703125,210.39999389648438,51.33000183105469
14:30:25 ,292.489990234375,183.85000610351562,100.26000213623047,1192.969970703125,210.39999389648438,51.33000183105469
14:30:40 ,292.7900085449219,183.66000366210938,100.05999755859375,1192.969970703125,210.39999389648438,51.33000183105469
14:30:55 ,292.7651062011719,183.55250549316406,100.2300033569336,1191.9200439453125,210.39999389648438,51.33000183105469
14:31:10 ,292.801513671875,183.5800018310547,100.26000213623047,1192.3599853515625,210.39999389648438,51.33000183105469
14:31:25 ,292.45001220703125,183.3300018310547,100.2699966430664,1191.0899658203125,210.39999389648438,51.33000183105469
14:31:40 ,291.510009765625,183.2899932861328,100.08999633789062,1191.0899658203125,210.39999389648438,51.33000183105469
14:31:55 ,291.70001220703125,183.41400146484375,100.08999633789062,1191.0899658203125,210.39999389648438,51.33000183105469
14:32:10 ,291.6553039550781,183.31329345703125,100.08999633789062,1191.0899658203125,210.39999389648438,51.33000183105469
14:32:25 ,291.82708740234375,183.39500427246094,100.16999816894531,1191.0,210.39999389648438,51.33000183105469
14:32:40 ,291.25,183.4199981689453,99.89009857177734,1190.949951171875,210.39999389648438,51.33000183105469
14:32:55 ,291.54901123046875,183.41000366210938,99.8499984741211,1190.949951171875,210.39999389648438,51.33000183105469
14:33:10 ,291.6859130859375,183.40499877929688,99.75,1190.75,210.39999389648438,51.33000183105469
14:33:25 ,292.2987060546875,183.4949951171875,99.56500244140625,1190.7900390625,210.39999389648438,51.33000183105469
14:33:40 ,292.7760009765625,183.67999267578125,99.69999694824219,1190.81005859375,210.39999389648438,51.33000183105469
14:33:55 ,292.6809997558594,183.72999572753906,99.86000061035156,1191.1600341796875,210.39999389648438,51.33000183105469
14:34:10 ,292.9504089355469,183.65150451660156,100.05500030517578,1193.27001953125,210.39999389648438,51.33000183105469
14:34:25 ,292.82000732421875,183.52000427246094,100.08999633789062,1193.27001953125,210.39999389648438,51.33000183105469
14:34:40 ,293.2250061035156,183.52999877929688,100.2300033569336,1192.5582275390625,210.39999389648438,51.33000183105469
14:34:55 ,292.88629150390625,183.31500244140625,100.13999938964844,1192.5582275390625,210.39999389648438,51.33000183105469
14:35:10 ,293.2742919921875,183.33009338378906,100.0,1192.5582275390625,210.39999389648438,51.33000183105469
14:35:25 ,292.75,183.3300018310547,99.94499969482422,1192.3399658203125,210.39999389648438,51.33000183105469
14:35:40 ,292.939697265625,183.44000244140625,99.80500030517578,1192.050048828125,210.39999389648438,51.33000183105469
14:35:55 ,293.106689453125,183.6699981689453,99.77999877929688,1192.4375,210.39999389648438,51.33000183105469
14:36:10 ,292.6875,183.59500122070312,99.97000122070312,1191.97998046875,210.39999389648438,51.33000183105469
14:36:25 ,292.9599914550781,183.6300048828125,99.93000030517578,1191.97998046875,210.39999389648438,51.33000183105469
14:36:40 ,293.29998779296875,183.72999572753906,100.0999984741211,1193.56005859375,210.39999389648438,51.33000183105469
14:36:55 ,293.82000732421875,183.7899932861328,99.97000122070312,1193.56005859375,210.39999389648438,51.33000183105469
14:37:10 ,293.07330322265625,183.7100067138672,99.83000183105469,1192.52001953125,210.39999389648438,51.33000183105469
14:37:25 ,293.819091796875,183.66000366210938,99.84400177001953,1192.52001953125,210.39999389648438,51.33000183105469
14:37:40 ,293.9599914550781,183.7449951171875,99.83999633789062,1193.489990234375,210.39999389648438,51.33000183105469
14:37:55 ,294.0950012207031,183.6699981689453,99.83999633789062,1194.31005859375,210.39999389648438,51.33000183105469
14:38:10 ,294.17999267578125,183.6199951171875,99.80500030517578,1194.0350341796875,210.39999389648438,51.33000183105469
14:38:25 ,294.2799987792969,183.5500030517578,99.5999984741211,1192.1500244140625,210.39999389648438,51.33000183105469
14:38:40 ,293.79998779296875,183.50270080566406,99.37999725341797,1191.1199951171875,210.39999389648438,51.33000183105469
14:38:55 ,294.05999755859375,183.5399932861328,99.36000061035156,1191.4361572265625,210.39999389648438,51.33000183105469
14:39:10 ,293.82000732421875,183.63299560546875,99.31999969482422,1191.5350341796875,210.39999389648438,51.33000183105469
14:39:25 ,294.0513916015625,183.54989624023438,99.23999786376953,1191.5350341796875,210.39999389648438,51.33000183105469
14:39:40 ,294.489990234375,183.57899475097656,99.41999816894531,1191.5799560546875,210.39999389648438,51.33000183105469
14:39:55 ,294.32269287109375,183.61900329589844,99.30000305175781,1191.1199951171875,210.39999389648438,51.33000183105469
14:40:10 ,294.5,183.55279541015625,99.2300033569336,1191.1600341796875,210.39999389648438,51.33000183105469
14:40:25 ,294.7090148925781,183.5800018310547,99.25499725341797,1191.1600341796875,210.39999389648438,51.33000183105469
14:40:40 ,294.8500061035156,183.56629943847656,99.23999786376953,1191.8800048828125,210.39999389648438,51.33000183105469
14:40:55 ,294.5400085449219,183.60000610351562,99.2300033569336,1190.77001953125,210.39999389648438,51.33000183105469
14:41:10 ,294.489990234375,183.4499969482422,99.20999908447266,1190.300048828125,210.39999389648438,51.33000183105469
14:41:25 ,294.5050048828125,183.47779846191406,99.16999816894531,1190.300048828125,210.39999389648438,51.33000183105469
14:41:40 ,294.55999755859375,183.45689392089844,99.16999816894531,1190.6600341796875,210.39999389648438,51.33000183105469
14:41:55 ,294.80999755859375,183.35000610351562,99.16999816894531,1189.8499755859375,210.39999389648438,51.33000183105469
14:42:10 ,294.5168151855469,183.39500427246094,99.08999633789062,1190.5999755859375,210.39999389648438,51.33000183105469
